Strain ID	PseudoCAP version	Full organism name	Species	Strain	Number of genes	Assembly level	Biosample accession	Host taxonomic name	Host common name	Host taxonomy ID	Host NCBI taxonomy record	Assembly name	Refseq assembly accession	Number of scaffolds	Scaffold N50	Contig count	Contig N50	Download URL root	Genomic DNA fasta - file name	ORF DNA fasta - file name	Intergenic DNA (fasta) - file name	Amonio acid sequences (fasta) - file name	Tab-delimited annotations - file name	CSV format annotations - file name	GBK format annotations - file name	EMBL format annotations - file name	GFF3 annotations - file name	GFF3 annotations + genomic DNA sequence - file name	GTF format annotations (genes) - file name	GTF format annotations (genes and intergenic) - file name
2654	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03a	Pseudomonas aeruginosa	Pae_CF67.03a	5965	Contig	SAMN03566268	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102375v1	GCF_001023755.1			147	126618	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03a_2654	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.fna	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.ffn	Pseudomonas_aeruginosa_Pae_CF67_03a_2654_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.faa	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.txt	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.csv	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.gbk	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.embl	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.gff	Pseudomonas_aeruginosa_Pae_CF67_03a_2654_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03a_2654.gtf	Pseudomonas_aeruginosa_Pae_CF67_03a_2654_genes_and_intergenic.gtf
2655	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03c	Pseudomonas aeruginosa	Pae_CF67.03c	5967	Contig	SAMN03566270	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102376v1	GCF_001023765.1			190	107611	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03c_2655	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.fna	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.ffn	Pseudomonas_aeruginosa_Pae_CF67_03c_2655_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.faa	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.txt	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.csv	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.gbk	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.embl	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.gff	Pseudomonas_aeruginosa_Pae_CF67_03c_2655_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03c_2655.gtf	Pseudomonas_aeruginosa_Pae_CF67_03c_2655_genes_and_intergenic.gtf
2656	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03j	Pseudomonas aeruginosa	Pae_CF67.03j	5982	Contig	SAMN03566277	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102377v1	GCF_001023775.1			890	109389	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03j_2656	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.fna	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.ffn	Pseudomonas_aeruginosa_Pae_CF67_03j_2656_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.faa	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.txt	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.csv	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.gbk	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.embl	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.gff	Pseudomonas_aeruginosa_Pae_CF67_03j_2656_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03j_2656.gtf	Pseudomonas_aeruginosa_Pae_CF67_03j_2656_genes_and_intergenic.gtf
2657	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03n	Pseudomonas aeruginosa	Pae_CF67.03n	6003	Contig	SAMN03566281	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102381v1	GCF_001023815.1			201	112252	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03n_2657	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.fna	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.ffn	Pseudomonas_aeruginosa_Pae_CF67_03n_2657_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.faa	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.txt	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.csv	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.gbk	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.embl	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.gff	Pseudomonas_aeruginosa_Pae_CF67_03n_2657_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03n_2657.gtf	Pseudomonas_aeruginosa_Pae_CF67_03n_2657_genes_and_intergenic.gtf
2658	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03p	Pseudomonas aeruginosa	Pae_CF67.03p	5967	Contig	SAMN03566283	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102383v1	GCF_001023835.1			158	124119	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03p_2658	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.fna	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.ffn	Pseudomonas_aeruginosa_Pae_CF67_03p_2658_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.faa	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.txt	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.csv	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.gbk	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.embl	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.gff	Pseudomonas_aeruginosa_Pae_CF67_03p_2658_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03p_2658.gtf	Pseudomonas_aeruginosa_Pae_CF67_03p_2658_genes_and_intergenic.gtf
2659	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.04d	Pseudomonas aeruginosa	Pae_CF67.04d	5966	Contig	SAMN03566289	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102384v1	GCF_001023845.1			118	167595	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_04d_2659	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.fna	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.ffn	Pseudomonas_aeruginosa_Pae_CF67_04d_2659_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.faa	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.txt	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.csv	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.gbk	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.embl	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.gff	Pseudomonas_aeruginosa_Pae_CF67_04d_2659_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_04d_2659.gtf	Pseudomonas_aeruginosa_Pae_CF67_04d_2659_genes_and_intergenic.gtf
2660	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.04g	Pseudomonas aeruginosa	Pae_CF67.04g	5968	Contig	SAMN03566292	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102387v1	GCF_001023875.1			185	121391	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_04g_2660	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.fna	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.ffn	Pseudomonas_aeruginosa_Pae_CF67_04g_2660_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.faa	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.txt	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.csv	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.gbk	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.embl	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.gff	Pseudomonas_aeruginosa_Pae_CF67_04g_2660_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_04g_2660.gtf	Pseudomonas_aeruginosa_Pae_CF67_04g_2660_genes_and_intergenic.gtf
2661	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.04j	Pseudomonas aeruginosa	Pae_CF67.04j	5959	Contig	SAMN03566295	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102389v1	GCF_001023895.1			143	108204	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_04j_2661	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.fna	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.ffn	Pseudomonas_aeruginosa_Pae_CF67_04j_2661_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.faa	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.txt	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.csv	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.gbk	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.embl	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.gff	Pseudomonas_aeruginosa_Pae_CF67_04j_2661_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_04j_2661.gtf	Pseudomonas_aeruginosa_Pae_CF67_04j_2661_genes_and_intergenic.gtf
2662	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.04p	Pseudomonas aeruginosa	Pae_CF67.04p	5971	Contig	SAMN03566301	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102391v1	GCF_001023915.1			191	121495	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_04p_2662	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.fna	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.ffn	Pseudomonas_aeruginosa_Pae_CF67_04p_2662_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.faa	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.txt	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.csv	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.gbk	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.embl	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.gff	Pseudomonas_aeruginosa_Pae_CF67_04p_2662_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_04p_2662.gtf	Pseudomonas_aeruginosa_Pae_CF67_04p_2662_genes_and_intergenic.gtf
2663	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02e	Pseudomonas aeruginosa	Pae_CF67.02e	5976	Contig	SAMN03566252	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102392v1	GCF_001023925.1			204	102840	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02e_2663	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.fna	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.ffn	Pseudomonas_aeruginosa_Pae_CF67_02e_2663_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.faa	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.txt	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.csv	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.gbk	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.embl	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.gff	Pseudomonas_aeruginosa_Pae_CF67_02e_2663_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02e_2663.gtf	Pseudomonas_aeruginosa_Pae_CF67_02e_2663_genes_and_intergenic.gtf
2664	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02n	Pseudomonas aeruginosa	Pae_CF67.02n	5969	Contig	SAMN03566261	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102395v1	GCF_001023955.1			228	95114	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02n_2664	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.fna	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.ffn	Pseudomonas_aeruginosa_Pae_CF67_02n_2664_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.faa	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.txt	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.csv	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.gbk	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.embl	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.gff	Pseudomonas_aeruginosa_Pae_CF67_02n_2664_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02n_2664.gtf	Pseudomonas_aeruginosa_Pae_CF67_02n_2664_genes_and_intergenic.gtf
2665	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02p	Pseudomonas aeruginosa	Pae_CF67.02p	5965	Contig	SAMN03566263	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102397v1	GCF_001023975.1			141	126171	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02p_2665	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.fna	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.ffn	Pseudomonas_aeruginosa_Pae_CF67_02p_2665_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.faa	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.txt	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.csv	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.gbk	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.embl	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.gff	Pseudomonas_aeruginosa_Pae_CF67_02p_2665_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02p_2665.gtf	Pseudomonas_aeruginosa_Pae_CF67_02p_2665_genes_and_intergenic.gtf
2666	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02o	Pseudomonas aeruginosa	Pae_CF67.02o	5974	Contig	SAMN03566262	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102398v1	GCF_001023985.1			181	103496	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02o_2666	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.fna	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.ffn	Pseudomonas_aeruginosa_Pae_CF67_02o_2666_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.faa	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.txt	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.csv	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.gbk	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.embl	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.gff	Pseudomonas_aeruginosa_Pae_CF67_02o_2666_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02o_2666.gtf	Pseudomonas_aeruginosa_Pae_CF67_02o_2666_genes_and_intergenic.gtf
2667	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02r	Pseudomonas aeruginosa	Pae_CF67.02r	5979	Contig	SAMN03566265	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102399v1	GCF_001023995.1			210	100489	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02r_2667	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.fna	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.ffn	Pseudomonas_aeruginosa_Pae_CF67_02r_2667_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.faa	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.txt	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.csv	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.gbk	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.embl	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.gff	Pseudomonas_aeruginosa_Pae_CF67_02r_2667_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02r_2667.gtf	Pseudomonas_aeruginosa_Pae_CF67_02r_2667_genes_and_intergenic.gtf
2668	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.02t	Pseudomonas aeruginosa	Pae_CF67.02t	5964	Contig	SAMN03566267	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102403v1	GCF_001024035.1			172	121558	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_02t_2668	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.fna	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.ffn	Pseudomonas_aeruginosa_Pae_CF67_02t_2668_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.faa	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.txt	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.csv	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.gbk	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.embl	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.gff	Pseudomonas_aeruginosa_Pae_CF67_02t_2668_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_02t_2668.gtf	Pseudomonas_aeruginosa_Pae_CF67_02t_2668_genes_and_intergenic.gtf
2669	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03d	Pseudomonas aeruginosa	Pae_CF67.03d	5974	Contig	SAMN03566271	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102405v1	GCF_001024055.1			172	121413	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03d_2669	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.fna	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.ffn	Pseudomonas_aeruginosa_Pae_CF67_03d_2669_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.faa	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.txt	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.csv	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.gbk	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.embl	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.gff	Pseudomonas_aeruginosa_Pae_CF67_03d_2669_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03d_2669.gtf	Pseudomonas_aeruginosa_Pae_CF67_03d_2669_genes_and_intergenic.gtf
2670	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03e	Pseudomonas aeruginosa	Pae_CF67.03e	5960	Contig	SAMN03566272	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102406v1	GCF_001024065.1			148	122839	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03e_2670	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.fna	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.ffn	Pseudomonas_aeruginosa_Pae_CF67_03e_2670_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.faa	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.txt	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.csv	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.gbk	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.embl	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.gff	Pseudomonas_aeruginosa_Pae_CF67_03e_2670_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03e_2670.gtf	Pseudomonas_aeruginosa_Pae_CF67_03e_2670_genes_and_intergenic.gtf
2671	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03f	Pseudomonas aeruginosa	Pae_CF67.03f	5959	Contig	SAMN03566273	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102407v1	GCF_001024075.1			127	122063	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03f_2671	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.fna	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.ffn	Pseudomonas_aeruginosa_Pae_CF67_03f_2671_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.faa	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.txt	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.csv	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.gbk	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.embl	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.gff	Pseudomonas_aeruginosa_Pae_CF67_03f_2671_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03f_2671.gtf	Pseudomonas_aeruginosa_Pae_CF67_03f_2671_genes_and_intergenic.gtf
2672	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03h	Pseudomonas aeruginosa	Pae_CF67.03h	5969	Contig	SAMN03566275	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102411v1	GCF_001024115.1			164	103528	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03h_2672	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.fna	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.ffn	Pseudomonas_aeruginosa_Pae_CF67_03h_2672_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.faa	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.txt	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.csv	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.gbk	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.embl	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.gff	Pseudomonas_aeruginosa_Pae_CF67_03h_2672_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03h_2672.gtf	Pseudomonas_aeruginosa_Pae_CF67_03h_2672_genes_and_intergenic.gtf
2673	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03i	Pseudomonas aeruginosa	Pae_CF67.03i	5958	Contig	SAMN03566276	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102412v1	GCF_001024125.1			146	136307	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03i_2673	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.fna	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.ffn	Pseudomonas_aeruginosa_Pae_CF67_03i_2673_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.faa	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.txt	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.csv	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.gbk	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.embl	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.gff	Pseudomonas_aeruginosa_Pae_CF67_03i_2673_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03i_2673.gtf	Pseudomonas_aeruginosa_Pae_CF67_03i_2673_genes_and_intergenic.gtf
2674	pgd_r_15_2	Pseudomonas aeruginosa Pae_CF67.03m	Pseudomonas aeruginosa	Pae_CF67.03m	5958	Contig	SAMN03566280	Homo sapiens	human	9606	http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=9606	ASM102413v1	GCF_001024135.1			152	121391	http://www.pseudomonas.com/downloads/pseudomonas/pgd_r_15_2/Pseudomonas_aeruginosa_Pae_CF67_03m_2674	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.fna	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.ffn	Pseudomonas_aeruginosa_Pae_CF67_03m_2674_intergenic.fasta	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.faa	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.txt	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.csv	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.gbk	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.embl	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.gff	Pseudomonas_aeruginosa_Pae_CF67_03m_2674_seq.gff	Pseudomonas_aeruginosa_Pae_CF67_03m_2674.gtf	Pseudomonas_aeruginosa_Pae_CF67_03m_2674_genes_and_intergenic.gtf
